id,productid,quantity,price,transaction_price,outbidstate,createtime
1879343844927225857,1726519887646756866,5000,500,,1,15/1/2025 09:44:24
1879360015491678209,1726519887646756866,5000,470,505.0,0,15/1/2025 10:48:39
1879403709129310209,1727877321992773634,30000,216,,1,15/1/2025 13:42:17
1879406189363871746,1724003476613427201,40000,275,,1,15/1/2025 13:52:08
1879407543876599809,1868477355743612930,7000,150,165.0,0,15/1/2025 13:57:32
1879411375520104450,1820711429252382722,300,60,,1,15/1/2025 14:12:44
1879413550073790465,1820711111772930050,300,300,,1,15/1/2025 14:21:23
1879419366159958018,1727877321992773634,30000,197,,1,15/1/2025 14:44:30
1879428236311805954,1724003476613427201,40000,250,300.0,0,15/1/2025 15:19:44
1879431577645367298,1727877321992773634,30000,179,,1,15/1/2025 15:33:01
1879433925792907265,1820711429252382722,300,50,,1,15/1/2025 15:42:21
1879703401880907777,1727877321992773634,30000,179,,1,16/1/2025 09:33:09
1879704617344069633,1655436434881122305,5000,1000,1022.0,0,16/1/2025 09:37:59
1879721682712952833,1727877321992773634,30000,163,,1,16/1/2025 10:45:47
1879768020884508673,1727877321992773634,30000,148,,1,16/1/2025 13:49:55
1879770514167549953,1820711429252382722,300,30,,1,16/1/2025 13:59:50
1879771761729720322,1868477355743612930,8000,165,185.0,0,16/1/2025 14:04:47
1879775373327454210,1820711111772930050,300,200,200.0,0,16/1/2025 14:19:08
1879778105228644353,1726519887646756866,15000,510,,1,16/1/2025 14:30:00
1879782016744280065,1727877321992773634,30000,135,137.0,0,16/1/2025 14:45:32
1879789639426232321,1820711429252382722,300,20,20.0,0,16/1/2025 15:15:49
1879804967828967426,1726519887646756866,15000,470,510.0,0,16/1/2025 16:16:44
1880088255583830017,1689094948757254146,10000,100,,1,17/1/2025 11:02:25
1880128852755562498,1689094948757254146,10000,91,,1,17/1/2025 13:43:44
1880135184271360001,1725353550845112321,15000,260,,1,17/1/2025 14:08:54
1880145232284434433,1689094948757254146,10000,83,83.0,0,17/1/2025 14:48:50
1880155422501191682,1725353550845112321,15000,230,,1,17/1/2025 15:29:19
1880167633332289537,1725353550845112321,15000,200,,1,17/1/2025 16:17:50
1880177759636242434,1725353550845112321,15000,170,,1,17/1/2025 16:58:05
1880184224203751425,1726519887646756866,15000,440,480.0,0,17/1/2025 17:23:46
1880189431490887681,1833750255721836545,20000,430,,1,17/1/2025 17:44:27
1880194777387188226,1833750255721836545,20000,420,425.0,0,17/1/2025 18:05:42
1880195138181218305,1725353550845112321,15000,150,150.0,0,17/1/2025 18:07:08
1881220682712625153,1716283930075017218,30000,600,,1,20/1/2025 14:02:17
1881223331071668226,1727877321992773634,50000,137,,1,20/1/2025 14:12:48
1881238925468774401,1727877321992773634,50000,125,,1,20/1/2025 15:14:46
1881240277389422594,1716283930075017218,30000,550,,1,20/1/2025 15:20:08
1881252112771592194,1727877321992773634,50000,114,,1,20/1/2025 16:07:10
1881261341825859586,1727877321992773634,50000,104,,1,20/1/2025 16:43:50
1881512650478993409,1727877321992773634,50000,104,,1,21/1/2025 09:22:27
1881531393183596545,1725353550845112321,30000,400,,1,21/1/2025 10:36:56
1881535434106093570,1727877321992773634,50000,95,,1,21/1/2025 10:52:59
1881537383731838977,1716283930075017218,20000,520,560.0,0,21/1/2025 11:00:44
1881578562867445762,1727877321992773634,50000,86,,1,21/1/2025 13:44:22
1881579861117779969,1725353550845112321,30000,370,410.0,0,21/1/2025 13:49:31
1881594847999311873,1727877321992773634,50000,78,,1,21/1/2025 14:49:05
1881619659056496642,1727877321992773634,50000,71,71.0,0,21/1/2025 16:27:40
1881870731100622850,1655436434881122305,7000,1000,,1,22/1/2025 09:05:20
1881888406698790914,1655436434881122305,7000,950,1006.0,0,22/1/2025 10:15:35
1881945342190354433,1726519887646756866,13000,480,,1,22/1/2025 14:01:49
1881958057814327297,1726519887646756866,13000,430,445.0,0,22/1/2025 14:52:20
1882243376325373954,1655436434881122305,8000,1000,,1,23/1/2025 09:46:06
1882258346396135425,1655436434881122305,8000,950,954.0,0,23/1/2025 10:45:35
1882305878677565442,1716283930075017218,30000,580,,1,23/1/2025 13:54:28
1882307172758761473,1749708581027266561,40000,300,,1,23/1/2025 13:59:36
1882311292290904065,1724003476613427201,50000,250,,1,23/1/2025 14:15:58
1882316642356342786,1655474911924457474,7000,70,,1,23/1/2025 14:37:14
1882319743838629890,1716283930075017218,30000,540,,1,23/1/2025 14:49:33
1882320683736018945,1749708581027266561,40000,270,320.0,0,23/1/2025 14:53:17
1882326752046657537,1724003476613427201,50000,230,270.0,0,23/1/2025 15:17:24
1882330387203796993,1689094948757254146,18000,83,,1,23/1/2025 15:31:51
1882331580609114113,1710568944212189186,4000,960,,1,23/1/2025 15:36:36
1882335635544780802,1716283930075017218,30000,520,550.0,0,23/1/2025 15:52:42
1882336554470649857,1655474911924457474,7000,40,86.0,0,23/1/2025 15:56:21
1882593793630584834,1833750255721836545,30000,425,425.0,0,24/1/2025 08:58:32
1882594899068764162,1833746528491335682,2000,970,,1,24/1/2025 09:02:56
1882596528417456129,1833749301404430337,2000,975,,1,24/1/2025 09:09:24
1882597555791249410,1655436434881122305,8000,1000,,1,24/1/2025 09:13:29
1882605110819078146,1710568944212189186,4000,931,,1,24/1/2025 09:43:30
1882610956353454081,1689094948757254146,18000,69,,1,24/1/2025 10:06:44
1882613521417814018,1655436434881122305,8000,950,,1,24/1/2025 10:16:55
1882621868028248065,1710568944212189186,4000,903,912.0,0,24/1/2025 10:50:05
1882622522004127745,1833746528491335682,2000,940,965.0,0,24/1/2025 10:52:41
1882628314509918209,1655436434881122305,8000,900,937.0,0,24/1/2025 11:15:42
1882630792437612545,1833749301404430337,2000,945,945.0,0,24/1/2025 11:25:33
1882656286679810049,1726519887646756866,30000,490,,1,24/1/2025 13:06:51
1882658170085883905,1868477355743612930,10000,285,,1,24/1/2025 13:14:21
1882665568905248769,1689094948757254146,16000,50,,1,24/1/2025 13:43:44
1882672007329660930,1820711429252382722,1000,20,,1,24/1/2025 14:09:19
1882672050476466177,1820711111772930050,1000,200,,1,24/1/2025 14:09:29
1882685308570746881,1726519887646756866,30000,450,,1,24/1/2025 15:02:10
1882690336882737154,1689094948757254146,16000,45,,1,24/1/2025 15:22:09
1882691018033512449,1868477355743612930,10000,250,,1,24/1/2025 15:24:52
1882697121853128706,1820711111772930050,1000,170,170.0,0,24/1/2025 15:49:07
1882708839060783105,1726519887646756866,30000,420,490.0,0,24/1/2025 16:35:40
1882711889691328513,1689094948757254146,16000,41,41.0,0,24/1/2025 16:47:48
1882724677809651713,1820711429252382722,1000,10,,1,24/1/2025 17:38:37
1882725743175450626,1868477355743612930,10000,220,300.0,0,24/1/2025 17:42:51
1883083545916002306,1820711429252382722,1000,6,6.0,0,25/1/2025 17:24:38
1887050853659234306,1743193056012972034,8000,115,,1,5/2/2025 16:09:18
1887054302346006529,1790553392298631170,3000,1358,,1,5/2/2025 16:23:00
1887317868835782657,1743193056012972034,8000,105,105.0,0,6/2/2025 09:50:19
1887327784715698178,1790553392298631170,3000,1318,1318.0,0,6/2/2025 10:29:43
1887397093190156290,1749708581027266561,30000,320,,1,6/2/2025 15:05:08
1887419343918350338,1689094948757254146,6000,50,,1,6/2/2025 16:33:33
1887673940700307458,1749708581027266561,30000,300,325.0,0,7/2/2025 09:25:13
1887681929897320449,1689094948757254146,6000,45,45.0,0,7/2/2025 09:56:58
1887789756502515713,1716283930075017218,20000,640,,1,7/2/2025 17:05:26
1887791033982656513,1820711111772930050,500,170,,1,7/2/2025 17:10:31
1887792947499638786,1820711429252382722,700,10,,1,7/2/2025 17:18:07
1888030731112079361,1655436434881122305,6000,1000,,1,8/2/2025 09:02:59
1888042852902297602,1820711111772930050,500,150,150.0,0,8/2/2025 09:51:09
1888044793820667906,1716283930075017218,20000,600,,1,8/2/2025 09:58:52
1888048996009959425,1655436434881122305,6000,950,,1,8/2/2025 10:15:34
1888049817976102914,1820711429252382722,700,6,6.0,0,8/2/2025 10:18:50
1888057617989033985,1716283930075017218,20000,570,615.0,0,8/2/2025 10:49:49
1888064118644334593,1655436434881122305,6000,900,961.0,0,8/2/2025 11:15:39
1888102118174547970,1887410778444939265,3000,403,,1,8/2/2025 13:46:39
1888126665095438337,1887410778444939265,3000,363,,1,8/2/2025 15:24:11
1888138586855104514,1887410778444939265,3000,323,370.0,0,8/2/2025 16:11:34
1888151430224994306,1790553392298631170,6000,1318,1318.0,0,8/2/2025 17:02:36
1888877607956844545,1716283930075017218,20000,600,630.0,0,10/2/2025 17:08:09
1888877676529520642,1868477355743612930,2000,420,,1,10/2/2025 17:08:25
1889141611786739713,1868477355743612930,2000,380,390.0,0,11/2/2025 10:37:13
1889226405828673537,1724003476613427201,30000,320,,1,11/2/2025 16:14:10
1889228437486616578,1749708581027266561,30000,340,,1,11/2/2025 16:22:14
1889235314798804994,1746819081523531777,1800,985,,1,11/2/2025 16:49:34
1889483046360776705,1655436434881122305,7000,1000,,1,12/2/2025 09:13:58
1889488942264549377,1689094948757254146,8000,50,69.0,0,12/2/2025 09:37:23
1889490683882176513,1724003476613427201,30000,300,,1,12/2/2025 09:44:19
1889499869890281474,1749708581027266561,30000,320,,1,12/2/2025 10:20:49
1889499883689541633,1746819081523531777,1800,897,,1,12/2/2025 10:20:52
1889504412279570433,1861246218268860418,2000,331,,1,12/2/2025 10:38:52
1889506175070044161,1655436434881122305,7000,950,,1,12/2/2025 10:45:52
1889507901047111682,1887410778444939265,4000,370,,1,12/2/2025 10:52:44
1889553418489757698,1655436434881122305,7000,900,965.0,0,12/2/2025 13:53:36
1889555704096030722,1746819081523531777,1800,817,851.0,0,12/2/2025 14:02:41
1889558346050371585,1724003476613427201,40000,280,,1,12/2/2025 14:13:11
1889558988676464642,1861246218268860418,2000,291,293.0,0,12/2/2025 14:15:44
1889559001850773506,1749708581027266561,30000,300,320.0,0,12/2/2025 14:15:47
1889567237077270529,1887410778444939265,4000,330,331.0,0,12/2/2025 14:48:31
1889574014732795905,1724003476613427201,40000,260,260.0,0,12/2/2025 15:15:27
1889927235934359554,1710568944212189186,1000,930,,1,13/2/2025 14:39:01
1889945181230469122,1820711429252382722,1000,6,22.0,0,13/2/2025 15:50:19
1889948625622274050,1820711111772930050,700,170,255.0,0,13/2/2025 16:04:01
1890205613488881665,1887410778444939265,3000,331,,1,14/2/2025 09:05:11
1890224450364035074,1710568944212189186,1000,902,914.0,0,14/2/2025 10:20:02
1890228569988452354,1655436434881122305,7000,1000,,1,14/2/2025 10:36:24
1890229674868789250,1887410778444939265,3000,301,303.0,0,14/2/2025 10:40:48
1890275039114481666,1655436434881122305,7000,950,,1,14/2/2025 13:41:04
1890300707172831234,1655436434881122305,7000,900,925.0,0,14/2/2025 15:23:04
1890319132481867778,1790553392298631170,6000,1318,,1,14/2/2025 16:36:16
1891311687864451074,1861246218268860418,3000,293,293.0,0,17/2/2025 10:20:20
1891317530215350274,1790553392298631170,6000,1279,1279.0,0,17/2/2025 10:43:33
1891380336855908353,1861246218268860418,2500,293,,1,17/2/2025 14:53:07
1891394101961850882,1861246218268860418,2500,273,,1,17/2/2025 15:47:49
1891408478895112194,1861246218268860418,2500,253,271.0,0,17/2/2025 16:44:57
1891409376656523265,1749708581027266561,40000,320,,1,17/2/2025 16:48:31
1891412673635319810,1724003476613427201,30000,260,,1,17/2/2025 17:01:37
1891656053984411650,1887410778444939265,5000,303,320.0,0,18/2/2025 09:08:43
1891658581228732418,1749708581027266561,40000,300,330.0,0,18/2/2025 09:18:46
1891662525229252609,1833749301404430337,2000,950,,1,18/2/2025 09:34:26
1891668898138636289,1724003476613427201,30000,240,240.0,0,18/2/2025 09:59:46
1891685650398527490,1655436434881122305,8000,1000,,1,18/2/2025 11:06:20
1891687980963545090,1833749301404430337,2000,922,926.0,0,18/2/2025 11:15:36
1891726954742497282,1833750097252642818,20000,248,,1,18/2/2025 13:50:27
1891733205350170625,1655436434881122305,8000,950,,1,18/2/2025 14:15:18
1891742588897411074,1833750097252642818,20000,240,,1,18/2/2025 14:52:35
1891747869488398338,1655436434881122305,8000,900,927.0,0,18/2/2025 15:13:34
1891755430321143810,1833750097252642818,20000,233,,1,18/2/2025 15:43:37
1891765051530231810,1833750097252642818,20000,226,,1,18/2/2025 16:21:51
1891772343973658626,1820711111772930050,600,250,,1,18/2/2025 16:50:49
1891774384343171074,1820711429252382722,500,10,,1,18/2/2025 16:58:55
1891775481652789249,1724003476613427201,30000,230,245.0,0,18/2/2025 17:03:17
1892035154473721858,1820711111772930050,600,220,,1,19/2/2025 10:15:08
1892042817127391234,1820711429252382722,500,6,6.0,0,19/2/2025 10:45:35
1892044762378477570,1833750097252642818,20000,196,,1,19/2/2025 10:53:18
1892050550148898818,1820711111772930050,600,200,,1,19/2/2025 11:16:18
1892102881829789697,1833750097252642818,20000,190,,1,19/2/2025 14:44:17
1892115964140789761,1833750097252642818,20000,184,,1,19/2/2025 15:36:16
1892127986555363329,1833750097252642818,20000,178,,1,19/2/2025 16:24:02
1892447397510213633,1887410778444939265,3000,320,321.0,0,20/2/2025 13:33:14
1892476800583692289,1743193056012972034,6000,105,,1,20/2/2025 15:30:04
1892492088553336833,1820711111772930050,600,170,230.0,0,20/2/2025 16:30:49
1892738989261357057,1712396043176718338,2000,680,,1,21/2/2025 08:51:55
1892754921270575105,1743193056012972034,6000,96,130.0,0,21/2/2025 09:55:14
1892759764194328578,1712396043176718338,2000,640,,1,21/2/2025 10:14:28
1892761117041917953,1655436434881122305,5000,1000,,1,21/2/2025 10:19:51
1892774428563243010,1712396043176718338,2000,600,,1,21/2/2025 11:12:45
1892776076832440322,1655436434881122305,5000,950,,1,21/2/2025 11:19:18
1892821475433676801,1655436434881122305,5000,900,906.0,0,21/2/2025 14:19:42
1892822791996342273,1712396043176718338,2000,560,660.0,0,21/2/2025 14:24:56
1892851833466290178,1725353550845112321,20000,400,,1,21/2/2025 16:20:19
1892857224753348609,1892854125208829953,4000,1150,,1,21/2/2025 16:41:45
1893825468964323330,1861246218268860418,3000,271,,1,24/2/2025 08:49:12
1893838460254732290,1833749523199225857,7000,306,,1,24/2/2025 09:40:49
1893840517820891138,1892854125208829953,4000,1100,,1,24/2/2025 09:49:00
1893841959214432257,1833750097252642818,20000,150,,1,24/2/2025 09:54:44
1893855321474252801,1861246218268860418,3000,251,,1,24/2/2025 10:47:49
1893856334654521345,1833749523199225857,7000,297,,1,24/2/2025 10:51:51
1893902844314304514,1861246218268860418,3000,231,,1,24/2/2025 13:56:40
1893903980538675201,1833749523199225857,7000,288,,1,24/2/2025 14:01:10
1893906001736024066,1892854125208829953,4000,1060,1105.0,0,24/2/2025 14:09:12
1893907819002118145,1833750097252642818,20000,140,,1,24/2/2025 14:16:26
1893909327475163137,1725353550845112321,20000,350,375.0,0,24/2/2025 14:22:25
1893916999989641217,1861246218268860418,3000,211,,1,24/2/2025 14:52:55
1893922111353044993,1833750097252642818,20000,135,135.0,0,24/2/2025 15:13:13
1893922120135917570,1833749523199225857,7000,279,279.0,0,24/2/2025 15:13:15
1893930426212597761,1861246218268860418,3000,191,,1,24/2/2025 15:46:16
1893944598354771970,1861246218268860418,3000,171,224.0,0,24/2/2025 16:42:34
1893956801048920065,1833746528491335682,2000,979,,1,24/2/2025 17:31:04
1893959750579961858,1833749301404430337,2000,926,,1,24/2/2025 17:42:47
1894210389335633921,1833746528491335682,2000,950,,1,25/2/2025 10:18:44
1894216950514741249,1833749301404430337,2000,899,,1,25/2/2025 10:44:48
1894226781615190018,1833746528491335682,2000,922,922.0,0,25/2/2025 11:23:52
1894265785500856321,1833749301404430337,2000,872,912.0,0,25/2/2025 13:58:52
1894316393557684226,1712396043176718338,2500,695,,1,25/2/2025 17:19:58
1894579104304631810,1712396043176718338,2500,655,715.0,0,26/2/2025 10:43:51
1894640754890149890,1820711429252382722,700,20,,1,26/2/2025 14:48:51
1894656648550846465,1724003476613427201,40000,200,,1,26/2/2025 15:52:00
1894915353599057922,1887410778444939265,5000,321,,1,27/2/2025 09:00:01
1894928585483132929,1655436434881122305,7000,900,942.0,0,27/2/2025 09:52:34
1894962929039876097,1887410778444939265,5000,291,,1,27/2/2025 12:09:02
1894966309007171585,1833750097252642818,20000,135,,1,27/2/2025 12:22:28
1894994058019119106,1887410778444939265,5000,261,277.0,0,27/2/2025 14:12:44
1895018145999265794,1743193056012972034,7000,96,,1,27/2/2025 15:48:27
1895020789165760514,1861246218268860418,3000,224,226.0,0,27/2/2025 15:58:57
1895026555285184514,1833750097252642818,20000,131,131.0,0,27/2/2025 16:21:52
1895043639197081602,1689094948757254146,4000,50,,1,27/2/2025 17:29:45
1895295300444418050,1743193056012972034,7000,88,,1,28/2/2025 10:09:46
1895306387554365442,1689094948757254146,4000,45,63.0,0,28/2/2025 10:53:50
1895339002688778242,1743193056012972034,7000,81,97.0,0,28/2/2025 13:03:26
1895349600050819074,1892854125208829953,5000,1050,1055.0,0,28/2/2025 13:45:32
1895351379274575873,1820711429252382722,1000,10,21.0,0,28/2/2025 13:52:36
1895408225393913858,1790553392298631170,8000,1279,,1,28/2/2025 17:38:29
1895412106769281025,1725353550845112321,15000,375,,1,28/2/2025 17:53:55
1896365691187306498,1725353550845112321,20000,350,365.0,0,3/3/2025 09:03:08
1896366958135549953,1689094948757254146,8000,50,,1,3/3/2025 09:08:10
1896385314083381250,1689094948757254146,8000,45,,1,3/3/2025 10:21:07
1896387844360183809,1790553392298631170,8000,1241,,1,3/3/2025 10:31:10
1896442654992179202,1689094948757254146,8000,41,41.0,0,3/3/2025 14:08:58
1896481844068950017,1833749523199225857,7000,262,,1,3/3/2025 16:44:41
1896483234237456385,1833749301404430337,2000,912,,1,3/3/2025 16:50:13
1896484840790106113,1790553392298631170,10000,1230,,1,3/3/2025 16:56:36
1896740758605877249,1820711429252382722,1000,6,9.0,0,4/3/2025 09:53:31
1896750588192182274,1896747805397307394,1000,10,,1,4/3/2025 10:32:35
1896751220307349506,1833749523199225857,7000,254,,1,4/3/2025 10:35:06
1896751932168818690,1833749301404430337,2000,885,911.0,0,4/3/2025 10:37:56
1896752647268290561,1896748202077802498,5000,200,,1,4/3/2025 10:40:46
1896756543990616066,1790553392298631170,10000,1194,1194.0,0,4/3/2025 10:56:15
1896801926863212546,1833749523199225857,7000,246,,1,4/3/2025 13:56:34
1896806897943924738,1896748202077802498,5000,180,,1,4/3/2025 14:16:20
1896818226234740738,1833749523199225857,7000,238,238.0,0,4/3/2025 15:01:21
1896847004730216450,1712396043176718338,2500,750,,1,4/3/2025 16:55:42
1896849338373853185,1746819081523531777,1800,851,,1,4/3/2025 17:04:59
1897108831644983297,1746819081523531777,1800,775,,1,5/3/2025 10:16:07
1897116937774997505,1712396043176718338,2500,710,,1,5/3/2025 10:48:19
1897123170946949122,1746819081523531777,1800,706,,1,5/3/2025 11:13:05
1897125336591933442,1712396043176718338,2500,670,725.0,0,5/3/2025 11:21:42
1897177653060083714,1861246218268860418,3500,226,,1,5/3/2025 14:49:35
1897179435513454593,1896748202077802498,5000,120,145.0,0,5/3/2025 14:56:40
1897183085870751746,1896747805397307394,1000,6,6.0,0,5/3/2025 15:11:10
1897191277082222593,1710568944212189186,1500,850,,1,5/3/2025 15:43:43
1897195293866500098,1790553392298631170,10000,1194,,1,5/3/2025 15:59:41
1897200326192439298,1861246218268860418,3500,206,,1,5/3/2025 16:19:41
1897208289107943426,1861246218268860418,3500,186,192.0,0,5/3/2025 16:51:19
1897469514412724225,1887410778444939265,5000,277,,1,6/3/2025 10:09:20
1897472285530656770,1710568944212189186,1500,824,,1,6/3/2025 10:20:21
1897473307841925122,1790553392298631170,10000,1159,1159.0,0,6/3/2025 10:24:25
1897485679570718722,1710568944212189186,1500,799,837.0,0,6/3/2025 11:13:34
1897539346965467138,1887410778444939265,5000,247,,1,6/3/2025 14:46:50
1897554440462012417,1887410778444939265,5000,217,,1,6/3/2025 15:46:48
1897570147228717058,1887410778444939265,5000,187,189.0,0,6/3/2025 16:49:13
1897573354466185217,1743193056012972034,7000,81,,1,6/3/2025 17:01:58
1897574451738054657,1743193301971152898,2500,84,,1,6/3/2025 17:06:19
1897575291295109121,1746819081523531777,1800,700,,1,6/3/2025 17:09:39
1897579058715430914,1689094948757254146,8000,41,,1,6/3/2025 17:24:38
1897811998317793282,1833694753625272321,20000,515,,1,7/3/2025 08:50:15
1897827256721788930,1743193056012972034,7000,74,74.0,0,7/3/2025 09:50:53
1897842129824436225,1833694753625272321,20000,500,520.0,0,7/3/2025 10:49:59
1897843154073473026,1743193301971152898,2500,77,77.0,0,7/3/2025 10:54:03
1897854622701506561,1746819081523531777,1800,637,637.0,0,7/3/2025 11:39:37
1897892586542387201,1689094948757254146,8000,37,,1,7/3/2025 14:10:28
1897908676257435650,1689094948757254146,8000,34,,1,7/3/2025 15:14:24
1897917840459354113,1689094948757254146,8000,31,,1,7/3/2025 15:50:49
1897932404609527809,1790553392298631170,10000,1159,1164.0,0,7/3/2025 16:48:42
1897940608064221185,1689094948757254146,6000,20,41.0,0,7/3/2025 17:21:18
1898923089659781122,1861246218268860418,2000,192,,1,10/3/2025 10:25:20
1898925067425112065,1689094948757254146,6000,41,,1,10/3/2025 10:33:11
1898981066290847746,1689094948757254146,6000,37,,1,10/3/2025 14:15:43
1898987368693981186,1861246218268860418,2000,172,,1,10/3/2025 14:40:45
1898996412074778626,1689094948757254146,6000,34,,1,10/3/2025 15:16:41
1899003212119498753,1861246218268860418,2000,152,176.0,0,10/3/2025 15:43:43
1899009971471081474,1689094948757254146,6000,31,,1,10/3/2025 16:10:34
1899015569751236610,1887410778444939265,3000,189,194.0,0,10/3/2025 16:32:48
1899021108589715457,1725353550845112321,15000,350,,1,10/3/2025 16:54:49
1899268843498708994,1689094948757254146,6000,20,20.0,0,11/3/2025 09:19:14
1899274700131213313,1710568944212189186,1500,799,855.0,0,11/3/2025 09:42:30
1899282434901745666,1710568944212189186,1500,850,,1,11/3/2025 10:13:14
1899296992785670146,1710568944212189186,1500,824,,1,11/3/2025 11:11:05
1899364532970921985,1712396043176718338,2500,715,,1,11/3/2025 15:39:28
1899629939959083009,1833694753625272321,20000,520,568.0,0,12/3/2025 09:14:06
1899646792689332225,1712396043176718338,2500,675,,1,12/3/2025 10:21:04
1899659234295230465,1712396043176718338,2500,635,730.0,0,12/3/2025 11:10:30
1899730661392330753,1861246218268860418,3000,176,,1,12/3/2025 15:54:20
1899746611109900290,1820711111772930050,800,240,,1,12/3/2025 16:57:42
1900007803564883969,1861246218268860418,3000,156,163.0,0,13/3/2025 10:15:35
1900063581583736834,1725353550845112321,20000,350,365.0,0,13/3/2025 13:57:13
1900093644878413826,1689094948757254146,8000,20,32.0,0,13/3/2025 15:56:41
1900103415123705857,1743193056012972034,6000,74,,1,13/3/2025 16:35:30
1900104735645794306,1743193301971152898,1200,77,,1,13/3/2025 16:40:45
1900348189160361986,1892854125208829953,5000,1100,,1,14/3/2025 08:48:10
1900350848860803073,1820711111772930050,800,200,200.0,0,14/3/2025 08:58:44
1900361288030474242,1743193056012972034,6000,68,,1,14/3/2025 09:40:13
1900369168192360450,1743193301971152898,1200,71,,1,14/3/2025 10:11:31
1900376468084871169,1743193056012972034,6000,62,,1,14/3/2025 10:40:32
1900376477878571010,1892854125208829953,5000,1060,1095.0,0,14/3/2025 10:40:34
1900383952056995842,1743193301971152898,1200,65,,1,14/3/2025 11:10:16
1900461820325736450,1710568944212189186,2000,855,,1,14/3/2025 16:19:41
1900470210930225153,1743193056012972034,8000,50,62.0,0,14/3/2025 16:53:02
1900471157668524033,1743193301971152898,1600,50,,1,14/3/2025 16:56:46
1900472653265055746,1790553392298631170,10000,1163,,1,14/3/2025 17:02:44
1901442900491051010,1710568944212189186,2000,829,,1,17/3/2025 09:18:09
1901447245265707010,1689094948757254146,8000,32,,1,17/3/2025 09:35:25
1901448615175725058,1743193301971152898,1600,46,,1,17/3/2025 09:40:52
1901456108945743874,1710568944212189186,2000,804,841.0,0,17/3/2025 10:10:38
1901456214482821122,1790553392298631170,10000,1129,1134.0,0,17/3/2025 10:11:04
1901463617865588738,1743193301971152898,1600,42,,1,17/3/2025 10:40:29
1901517453581950977,1726519887646756866,15000,680,,1,17/3/2025 14:14:24
1901520551239032834,1689094948757254146,8000,29,29.0,0,17/3/2025 14:26:42
1901531699644538881,1726519887646756866,15000,650,,1,17/3/2025 15:11:00
